aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-07-23 06:05:00+02:00,RUT:Line:225,2025-07-23 04:05:52+02:00,True,2025-07-23 06:05:00+02:00,2025-07-23 06:06:42+02:00,2025-07-23 06:06:42+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:01:42,-1 days +22:00:52
2025-07-23 06:12:00+02:00,RUT:Line:270,2025-07-23 04:13:25+02:00,True,2025-07-23 06:12:00+02:00,2025-07-23 06:14:44+02:00,2025-07-23 06:14:44+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:02:44,-1 days +22:01:25
2025-07-23 06:13:00+02:00,RUT:Line:160,2025-07-23 04:13:41+02:00,True,2025-07-23 06:13:00+02:00,2025-07-23 06:14:42+02:00,2025-07-23 06:14:42+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:42,-1 days +22:00:41
2025-07-23 06:25:00+02:00,RUT:Line:225,2025-07-23 04:25:02+02:00,True,2025-07-23 06:25:00+02:00,2025-07-23 06:26:23+02:00,2025-07-23 06:26:23+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:01:23,-1 days +22:00:02
2025-07-23 06:26:00+02:00,RUT:Line:160,2025-07-23 04:26:33+02:00,True,2025-07-23 06:26:00+02:00,2025-07-23 06:27:51+02:00,2025-07-23 06:27:51+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:51,-1 days +22:00:33
2025-07-23 06:27:00+02:00,RUT:Line:270,2025-07-23 04:28:04+02:00,True,2025-07-23 06:27:00+02:00,2025-07-23 06:28:58+02:00,2025-07-23 06:28:58+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:01:58,-1 days +22:01:04
2025-07-23 06:28:00+02:00,RUT:Line:160,2025-07-23 04:28:34+02:00,True,2025-07-23 06:28:00+02:00,2025-07-23 06:29:47+02:00,2025-07-23 06:29:47+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:47,-1 days +22:00:34
2025-07-23 06:34:00+02:00,RUT:Line:5260,2025-07-23 04:34:51+02:00,True,2025-07-23 06:34:00+02:00,2025-07-23 06:37:33+02:00,2025-07-23 06:37:33+02:00,NSR:Quay:6982,Bødalen - Slemmestad - Holmen - Sandvika- Ullevål,bus,0 days 00:03:33,-1 days +22:00:51
2025-07-23 06:35:00+02:00,RUT:Line:225,2025-07-23 04:35:51+02:00,True,2025-07-23 06:35:00+02:00,2025-07-23 06:36:44+02:00,2025-07-23 06:36:44+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:01:44,-1 days +22:00:51
2025-07-23 06:41:00+02:00,RUT:Line:160,2025-07-23 04:41:25+02:00,True,2025-07-23 06:41:00+02:00,2025-07-23 06:42:17+02:00,2025-07-23 06:42:17+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:17,-1 days +22:00:25
2025-07-23 06:42:00+02:00,RUT:Line:270,2025-07-23 04:42:25+02:00,True,2025-07-23 06:42:00+02:00,2025-07-23 06:44:23+02:00,2025-07-23 06:44:23+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:02:23,-1 days +22:00:25
2025-07-23 06:43:00+02:00,RUT:Line:160,2025-07-23 04:43:25+02:00,True,2025-07-23 06:43:00+02:00,2025-07-23 06:44:50+02:00,2025-07-23 06:44:50+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:50,-1 days +22:00:25
2025-07-23 06:55:00+02:00,RUT:Line:225,2025-07-23 04:55:16+02:00,True,2025-07-23 06:55:00+02:00,2025-07-23 06:56:20+02:00,2025-07-23 06:56:20+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:01:20,-1 days +22:00:16
2025-07-23 06:56:00+02:00,RUT:Line:160,2025-07-23 04:56:48+02:00,True,2025-07-23 06:56:00+02:00,2025-07-23 06:57:57+02:00,2025-07-23 06:57:57+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:57,-1 days +22:00:48
2025-07-23 06:57:00+02:00,RUT:Line:270,2025-07-23 04:58:49+02:00,True,2025-07-23 06:57:00+02:00,2025-07-23 06:59:32+02:00,2025-07-23 06:59:32+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:02:32,-1 days +22:01:49
2025-07-23 06:58:00+02:00,RUT:Line:160,2025-07-23 04:59:19+02:00,True,2025-07-23 06:58:00+02:00,2025-07-23 07:00:08+02:00,2025-07-23 07:00:08+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:08,-1 days +22:01:19
2025-07-23 07:04:00+02:00,RUT:Line:5260,2025-07-23 05:04:09+02:00,True,2025-07-23 07:04:00+02:00,2025-07-23 07:06:12+02:00,2025-07-23 07:06:12+02:00,NSR:Quay:6982,Bødalen - Slemmestad - Holmen - Sandvika- Ullevål,bus,0 days 00:02:12,-1 days +22:00:09
