aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-05-11 07:26:00+02:00,RUT:Line:160,2025-05-11 05:27:18+02:00,True,2025-05-11 07:26:00+02:00,2025-05-11 07:28:28+02:00,2025-05-11 07:28:28+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:28,-1 days +22:01:18
2025-05-11 07:28:00+02:00,RUT:Line:160,2025-05-11 05:28:03+02:00,True,2025-05-11 07:28:00+02:00,2025-05-11 07:30:05+02:00,2025-05-11 07:30:05+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:05,-1 days +22:00:03
2025-05-11 07:56:00+02:00,RUT:Line:160,2025-05-11 05:56:50+02:00,True,2025-05-11 07:56:00+02:00,2025-05-11 07:58:25+02:00,2025-05-11 07:58:25+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:25,-1 days +22:00:50
2025-05-11 07:58:00+02:00,RUT:Line:160,2025-05-11 05:59:20+02:00,True,2025-05-11 07:58:00+02:00,2025-05-11 08:00:01+02:00,2025-05-11 08:00:01+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:01,-1 days +22:01:20
2025-05-11 08:26:00+02:00,RUT:Line:160,2025-05-11 06:25:58+02:00,True,2025-05-11 08:26:00+02:00,2025-05-11 08:28:15+02:00,2025-05-11 08:28:15+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:15,-1 days +21:59:58
2025-05-11 08:28:00+02:00,RUT:Line:160,2025-05-11 06:30:15+02:00,True,2025-05-11 08:28:00+02:00,2025-05-11 08:30:41+02:00,2025-05-11 08:30:41+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:41,-1 days +22:02:15
2025-05-11 08:56:00+02:00,RUT:Line:160,2025-05-11 06:56:41+02:00,True,2025-05-11 08:56:00+02:00,2025-05-11 08:59:06+02:00,2025-05-11 08:59:06+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:06,-1 days +22:00:41
2025-05-11 08:58:00+02:00,RUT:Line:160,2025-05-11 07:00:27+02:00,True,2025-05-11 08:58:00+02:00,2025-05-11 09:00:58+02:00,2025-05-11 09:00:58+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:58,-1 days +22:02:27
2025-05-11 09:26:00+02:00,RUT:Line:160,2025-05-11 07:27:40+02:00,True,2025-05-11 09:26:00+02:00,2025-05-11 09:28:24+02:00,2025-05-11 09:28:24+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:24,-1 days +22:01:40
2025-05-11 09:28:00+02:00,RUT:Line:160,2025-05-11 07:28:41+02:00,True,2025-05-11 09:28:00+02:00,2025-05-11 09:30:07+02:00,2025-05-11 09:30:07+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:07,-1 days +22:00:41
