aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-10-06 06:05:00+02:00,RUT:Line:225,2025-10-06 04:06:55+02:00,True,2025-10-06 06:05:00+02:00,2025-10-06 06:07:36+02:00,2025-10-06 06:07:36+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:02:36,-1 days +22:01:55
2025-10-06 06:12:00+02:00,RUT:Line:270,2025-10-06 04:12:50+02:00,True,2025-10-06 06:12:00+02:00,2025-10-06 06:13:40+02:00,2025-10-06 06:13:40+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:01:40,-1 days +22:00:50
2025-10-06 06:13:00+02:00,RUT:Line:160,2025-10-06 04:14:35+02:00,True,2025-10-06 06:13:00+02:00,2025-10-06 06:15:19+02:00,2025-10-06 06:15:19+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:19,-1 days +22:01:35
2025-10-06 06:25:00+02:00,RUT:Line:225,2025-10-06 04:29:57+02:00,True,2025-10-06 06:25:00+02:00,2025-10-06 06:30:33+02:00,2025-10-06 06:30:33+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:05:33,-1 days +22:04:57
2025-10-06 06:26:00+02:00,RUT:Line:160,2025-10-06 04:28:27+02:00,True,2025-10-06 06:26:00+02:00,2025-10-06 06:29:33+02:00,2025-10-06 06:29:33+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:33,-1 days +22:02:27
2025-10-06 06:27:00+02:00,RUT:Line:270,2025-10-06 04:28:57+02:00,True,2025-10-06 06:27:00+02:00,2025-10-06 06:29:18+02:00,2025-10-06 06:29:18+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:02:18,-1 days +22:01:57
2025-10-06 06:28:00+02:00,RUT:Line:160,2025-10-06 04:30:49+02:00,True,2025-10-06 06:28:00+02:00,2025-10-06 06:31:00+02:00,2025-10-06 06:31:00+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:00,-1 days +22:02:49
2025-10-06 06:34:00+02:00,RUT:Line:5260,2025-10-06 04:33:53+02:00,True,2025-10-06 06:34:00+02:00,2025-10-06 06:34:38+02:00,2025-10-06 06:34:38+02:00,NSR:Quay:6982,Bødalen - Slemmestad - Holmen - Sandvika- Ullevål,bus,0 days 00:00:38,-1 days +21:59:53
2025-10-06 06:35:00+02:00,RUT:Line:225,2025-10-06 04:39:12+02:00,True,2025-10-06 06:35:00+02:00,2025-10-06 06:39:48+02:00,2025-10-06 06:39:48+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:04:48,-1 days +22:04:12
2025-10-06 06:38:00+02:00,RUT:Line:160,2025-10-06 04:39:42+02:00,True,2025-10-06 06:38:00+02:00,2025-10-06 06:40:49+02:00,2025-10-06 06:40:49+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:49,-1 days +22:01:42
