aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-09-14 06:28:00+02:00,RUT:Line:160,2025-09-14 04:28:47+02:00,True,2025-09-14 06:28:00+02:00,2025-09-14 06:31:03+02:00,2025-09-14 06:31:03+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:03,-1 days +22:00:47
2025-09-14 06:58:00+02:00,RUT:Line:160,2025-09-14 04:58:51+02:00,True,2025-09-14 06:58:00+02:00,2025-09-14 06:59:57+02:00,2025-09-14 06:59:57+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:57,-1 days +22:00:51
2025-09-14 07:26:00+02:00,RUT:Line:160,2025-09-14 05:27:04+02:00,True,2025-09-14 07:26:00+02:00,2025-09-14 07:27:38+02:00,2025-09-14 07:27:38+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:38,-1 days +22:01:04
2025-09-14 07:28:00+02:00,RUT:Line:160,2025-09-14 05:28:07+02:00,True,2025-09-14 07:28:00+02:00,2025-09-14 07:29:42+02:00,2025-09-14 07:29:42+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:42,-1 days +22:00:07
2025-09-14 07:56:00+02:00,RUT:Line:160,2025-09-14 05:56:43+02:00,True,2025-09-14 07:56:00+02:00,2025-09-14 07:57:54+02:00,2025-09-14 07:57:54+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:54,-1 days +22:00:43
2025-09-14 07:58:00+02:00,RUT:Line:160,2025-09-14 05:58:13+02:00,True,2025-09-14 07:58:00+02:00,2025-09-14 08:00:07+02:00,2025-09-14 08:00:07+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:07,-1 days +22:00:13
2025-09-14 08:26:00+02:00,RUT:Line:160,2025-09-14 06:27:05+02:00,True,2025-09-14 08:26:00+02:00,2025-09-14 08:27:33+02:00,2025-09-14 08:27:33+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:33,-1 days +22:01:05
2025-09-14 08:28:00+02:00,RUT:Line:160,2025-09-14 06:34:08+02:00,True,2025-09-14 08:28:00+02:00,2025-09-14 08:38:18+02:00,2025-09-14 08:38:18+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:10:18,-1 days +22:06:08
2025-09-14 08:56:00+02:00,RUT:Line:160,2025-09-14 06:58:17+02:00,True,2025-09-14 08:56:00+02:00,2025-09-14 08:58:35+02:00,2025-09-14 08:58:35+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:35,-1 days +22:02:17
2025-09-14 08:58:00+02:00,RUT:Line:160,2025-09-14 06:59:17+02:00,True,2025-09-14 08:58:00+02:00,2025-09-14 08:59:58+02:00,2025-09-14 08:59:58+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:58,-1 days +22:01:17
2025-09-14 09:26:00+02:00,RUT:Line:160,2025-09-14 07:26:46+02:00,True,2025-09-14 09:26:00+02:00,2025-09-14 09:27:57+02:00,2025-09-14 09:27:57+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:57,-1 days +22:00:46
2025-09-14 09:28:00+02:00,RUT:Line:160,2025-09-14 07:28:01+02:00,True,2025-09-14 09:28:00+02:00,2025-09-14 09:29:49+02:00,2025-09-14 09:29:49+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:49,-1 days +22:00:01
2025-09-14 09:56:00+02:00,RUT:Line:160,2025-09-14 07:56:30+02:00,True,2025-09-14 09:56:00+02:00,2025-09-14 09:57:56+02:00,2025-09-14 09:57:56+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:56,-1 days +22:00:30
2025-09-14 09:58:00+02:00,RUT:Line:160,2025-09-14 07:58:00+02:00,True,2025-09-14 09:58:00+02:00,2025-09-14 10:00:01+02:00,2025-09-14 10:00:01+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:01,-1 days +22:00:00
2025-09-14 10:26:00+02:00,RUT:Line:160,2025-09-14 07:59:46+02:00,True,2025-09-14 10:26:00+02:00,2025-09-14 10:26:00+02:00,2025-09-14 10:26:00+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:33:46
2025-09-14 10:28:00+02:00,RUT:Line:160,2025-09-14 07:59:46+02:00,True,2025-09-14 10:28:00+02:00,2025-09-14 10:29:02+02:00,2025-09-14 10:29:02+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:02,-1 days +21:31:46
