aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-04-29 16:57:00+02:00,RUT:Line:270,2025-04-29 15:03:18+02:00,True,2025-04-29 16:57:00+02:00,2025-04-29 17:05:33+02:00,2025-04-29 17:05:33+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:08:33,-1 days +22:06:18
2025-04-29 16:58:00+02:00,RUT:Line:160,2025-04-29 15:01:03+02:00,True,2025-04-29 16:58:00+02:00,2025-04-29 17:01:04+02:00,2025-04-29 17:01:04+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:04,-1 days +22:03:03
2025-04-29 17:06:00+02:00,RUT:Line:160,2025-04-29 15:10:51+02:00,True,2025-04-29 17:06:00+02:00,2025-04-29 17:12:39+02:00,2025-04-29 17:12:39+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:06:39,-1 days +22:04:51
2025-04-29 17:08:00+02:00,RUT:Line:160,2025-04-29 15:07:50+02:00,True,2025-04-29 17:08:00+02:00,2025-04-29 17:08:00+02:00,2025-04-29 17:08:00+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:59:50
2025-04-29 17:12:00+02:00,RUT:Line:270,2025-04-29 15:14:37+02:00,True,2025-04-29 17:12:00+02:00,2025-04-29 17:15:34+02:00,2025-04-29 17:15:34+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:03:34,-1 days +22:02:37
2025-04-29 17:16:00+02:00,RUT:Line:160,2025-04-29 15:20:23+02:00,True,2025-04-29 17:16:00+02:00,2025-04-29 17:22:45+02:00,2025-04-29 17:22:45+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:06:45,-1 days +22:04:23
2025-04-29 17:18:00+02:00,RUT:Line:160,2025-04-29 15:17:53+02:00,True,2025-04-29 17:18:00+02:00,2025-04-29 17:18:00+02:00,2025-04-29 17:18:00+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:59:53
2025-04-29 17:26:00+02:00,RUT:Line:160,2025-04-29 15:28:25+02:00,True,2025-04-29 17:26:00+02:00,2025-04-29 17:28:27+02:00,2025-04-29 17:28:27+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:27,-1 days +22:02:25
2025-04-29 17:27:00+02:00,RUT:Line:270,2025-04-29 15:33:42+02:00,True,2025-04-29 17:27:00+02:00,2025-04-29 17:34:38+02:00,2025-04-29 17:34:38+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:07:38,-1 days +22:06:42
2025-04-29 17:28:00+02:00,RUT:Line:160,2025-04-29 15:28:55+02:00,True,2025-04-29 17:28:00+02:00,2025-04-29 17:29:46+02:00,2025-04-29 17:29:46+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:46,-1 days +22:00:55
2025-04-29 17:36:00+02:00,RUT:Line:160,2025-04-29 15:40:13+02:00,True,2025-04-29 17:36:00+02:00,2025-04-29 17:41:02+02:00,2025-04-29 17:41:02+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:05:02,-1 days +22:04:13
2025-04-29 17:38:00+02:00,RUT:Line:160,2025-04-29 15:39:43+02:00,True,2025-04-29 17:38:00+02:00,2025-04-29 17:40:32+02:00,2025-04-29 17:40:32+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:32,-1 days +22:01:43
2025-04-29 17:42:00+02:00,RUT:Line:270,2025-04-29 15:42:59+02:00,True,2025-04-29 17:42:00+02:00,2025-04-29 17:45:18+02:00,2025-04-29 17:45:18+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:03:18,-1 days +22:00:59
