aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-06-14 06:28:00+02:00,RUT:Line:160,2025-06-14 04:29:33+02:00,True,2025-06-14 06:28:00+02:00,2025-06-14 06:32:23+02:00,2025-06-14 06:32:23+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:04:23,-1 days +22:01:33
2025-06-14 06:42:00+02:00,RUT:Line:270,2025-06-14 04:44:37+02:00,True,2025-06-14 06:42:00+02:00,2025-06-14 06:47:45+02:00,2025-06-14 06:47:45+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:05:45,-1 days +22:02:37
2025-06-14 06:55:00+02:00,RUT:Line:225,2025-06-14 04:56:58+02:00,True,2025-06-14 06:55:00+02:00,2025-06-14 06:57:10+02:00,2025-06-14 06:57:10+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:02:10,-1 days +22:01:58
2025-06-14 06:58:00+02:00,RUT:Line:160,2025-06-14 04:58:58+02:00,True,2025-06-14 06:58:00+02:00,2025-06-14 06:59:57+02:00,2025-06-14 06:59:57+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:57,-1 days +22:00:58
2025-06-14 07:05:00+02:00,RUT:Line:225,2025-06-14 05:06:36+02:00,True,2025-06-14 07:05:00+02:00,2025-06-14 07:07:29+02:00,2025-06-14 07:07:29+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:02:29,-1 days +22:01:36
2025-06-14 07:12:00+02:00,RUT:Line:270,2025-06-14 05:11:54+02:00,True,2025-06-14 07:12:00+02:00,2025-06-14 07:14:14+02:00,2025-06-14 07:14:14+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:02:14,-1 days +21:59:54
2025-06-14 07:25:00+02:00,RUT:Line:225,2025-06-14 05:26:15+02:00,True,2025-06-14 07:25:00+02:00,2025-06-14 07:26:57+02:00,2025-06-14 07:26:57+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:01:57,-1 days +22:01:15
2025-06-14 07:26:00+02:00,RUT:Line:160,2025-06-14 05:26:45+02:00,True,2025-06-14 07:26:00+02:00,2025-06-14 07:27:47+02:00,2025-06-14 07:27:47+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:47,-1 days +22:00:45
2025-06-14 07:28:00+02:00,RUT:Line:160,2025-06-14 05:29:31+02:00,True,2025-06-14 07:28:00+02:00,2025-06-14 07:30:25+02:00,2025-06-14 07:30:25+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:25,-1 days +22:01:31
2025-06-14 07:35:00+02:00,RUT:Line:225,2025-06-14 05:36:03+02:00,True,2025-06-14 07:35:00+02:00,2025-06-14 07:37:01+02:00,2025-06-14 07:37:01+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:02:01,-1 days +22:01:03
2025-06-14 07:42:00+02:00,RUT:Line:270,2025-06-14 05:42:38+02:00,True,2025-06-14 07:42:00+02:00,2025-06-14 07:44:49+02:00,2025-06-14 07:44:49+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:02:49,-1 days +22:00:38
2025-06-14 07:55:00+02:00,RUT:Line:225,2025-06-14 05:56:37+02:00,True,2025-06-14 07:55:00+02:00,2025-06-14 07:57:11+02:00,2025-06-14 07:57:11+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:02:11,-1 days +22:01:37
2025-06-14 07:56:00+02:00,RUT:Line:160,2025-06-14 05:56:52+02:00,True,2025-06-14 07:56:00+02:00,2025-06-14 07:58:44+02:00,2025-06-14 07:58:44+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:44,-1 days +22:00:52
2025-06-14 07:58:00+02:00,RUT:Line:160,2025-06-14 05:59:39+02:00,True,2025-06-14 07:58:00+02:00,2025-06-14 07:59:53+02:00,2025-06-14 07:59:53+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:53,-1 days +22:01:39
2025-06-14 08:05:00+02:00,RUT:Line:225,2025-06-14 06:05:46+02:00,True,2025-06-14 08:05:00+02:00,2025-06-14 08:06:32+02:00,2025-06-14 08:06:32+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:01:32,-1 days +22:00:46
2025-06-14 08:12:00+02:00,RUT:Line:270,2025-06-14 06:12:36+02:00,True,2025-06-14 08:12:00+02:00,2025-06-14 08:15:53+02:00,2025-06-14 08:15:53+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:03:53,-1 days +22:00:36
2025-06-14 08:25:00+02:00,RUT:Line:225,2025-06-14 06:25:46+02:00,True,2025-06-14 08:25:00+02:00,2025-06-14 08:26:48+02:00,2025-06-14 08:26:48+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:01:48,-1 days +22:00:46
2025-06-14 08:26:00+02:00,RUT:Line:160,2025-06-14 06:27:17+02:00,True,2025-06-14 08:26:00+02:00,2025-06-14 08:27:59+02:00,2025-06-14 08:27:59+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:59,-1 days +22:01:17
2025-06-14 08:28:00+02:00,RUT:Line:160,2025-06-14 06:28:47+02:00,True,2025-06-14 08:28:00+02:00,2025-06-14 08:30:44+02:00,2025-06-14 08:30:44+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:44,-1 days +22:00:47
2025-06-14 08:35:00+02:00,RUT:Line:225,2025-06-14 06:36:39+02:00,True,2025-06-14 08:35:00+02:00,2025-06-14 08:37:06+02:00,2025-06-14 08:37:06+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:02:06,-1 days +22:01:39
2025-06-14 08:42:00+02:00,RUT:Line:270,2025-06-14 06:45:42+02:00,True,2025-06-14 08:42:00+02:00,2025-06-14 08:47:14+02:00,2025-06-14 08:47:14+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:05:14,-1 days +22:03:42
2025-06-14 08:55:00+02:00,RUT:Line:225,2025-06-14 06:56:21+02:00,True,2025-06-14 08:55:00+02:00,2025-06-14 08:56:54+02:00,2025-06-14 08:56:54+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:01:54,-1 days +22:01:21
2025-06-14 08:56:00+02:00,RUT:Line:160,2025-06-14 06:56:36+02:00,True,2025-06-14 08:56:00+02:00,2025-06-14 08:57:30+02:00,2025-06-14 08:57:30+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:30,-1 days +22:00:36
2025-06-14 08:58:00+02:00,RUT:Line:160,2025-06-14 06:59:23+02:00,True,2025-06-14 08:58:00+02:00,2025-06-14 09:00:06+02:00,2025-06-14 09:00:06+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:06,-1 days +22:01:23
2025-06-14 09:05:00+02:00,RUT:Line:225,2025-06-14 07:06:07+02:00,True,2025-06-14 09:05:00+02:00,2025-06-14 09:06:30+02:00,2025-06-14 09:06:30+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:01:30,-1 days +22:01:07
2025-06-14 09:12:00+02:00,RUT:Line:270,2025-06-14 07:13:12+02:00,True,2025-06-14 09:12:00+02:00,2025-06-14 09:16:20+02:00,2025-06-14 09:16:20+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:04:20,-1 days +22:01:12
2025-06-14 09:25:00+02:00,RUT:Line:225,2025-06-14 07:26:48+02:00,True,2025-06-14 09:25:00+02:00,2025-06-14 09:27:30+02:00,2025-06-14 09:27:30+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:02:30,-1 days +22:01:48
2025-06-14 09:26:00+02:00,RUT:Line:160,2025-06-14 07:27:34+02:00,True,2025-06-14 09:26:00+02:00,2025-06-14 09:29:19+02:00,2025-06-14 09:29:19+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:19,-1 days +22:01:34
2025-06-14 09:28:00+02:00,RUT:Line:160,2025-06-14 07:34:51+02:00,True,2025-06-14 09:28:00+02:00,2025-06-14 09:36:27+02:00,2025-06-14 09:36:27+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:08:27,-1 days +22:06:51
2025-06-14 09:35:00+02:00,RUT:Line:225,2025-06-14 07:35:51+02:00,True,2025-06-14 09:35:00+02:00,2025-06-14 09:36:36+02:00,2025-06-14 09:36:36+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:01:36,-1 days +22:00:51
2025-06-14 09:42:00+02:00,RUT:Line:270,2025-06-14 07:47:02+02:00,True,2025-06-14 09:42:00+02:00,2025-06-14 09:48:40+02:00,2025-06-14 09:48:40+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:06:40,-1 days +22:05:02
2025-06-14 09:43:00+02:00,RUT:Line:160,2025-06-14 07:44:16+02:00,True,2025-06-14 09:43:00+02:00,2025-06-14 09:45:29+02:00,2025-06-14 09:45:29+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:29,-1 days +22:01:16
2025-06-14 09:55:00+02:00,RUT:Line:225,2025-06-14 07:55:37+02:00,True,2025-06-14 09:55:00+02:00,2025-06-14 09:56:41+02:00,2025-06-14 09:56:41+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:01:41,-1 days +22:00:37
2025-06-14 09:56:00+02:00,RUT:Line:160,2025-06-14 07:59:39+02:00,True,2025-06-14 09:56:00+02:00,2025-06-14 10:00:34+02:00,2025-06-14 10:00:34+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:04:34,-1 days +22:03:39
2025-06-14 09:58:00+02:00,RUT:Line:160,2025-06-14 07:58:23+02:00,True,2025-06-14 09:58:00+02:00,2025-06-14 10:00:30+02:00,2025-06-14 10:00:30+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:30,-1 days +22:00:23
2025-06-14 10:05:00+02:00,RUT:Line:225,2025-06-14 07:59:54+02:00,True,2025-06-14 10:05:00+02:00,2025-06-14 10:05:00+02:00,2025-06-14 10:05:00+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:00:00,-1 days +21:54:54
2025-06-14 10:12:00+02:00,RUT:Line:270,2025-06-14 07:59:54+02:00,True,2025-06-14 10:12:00+02:00,2025-06-14 10:14:51+02:00,2025-06-14 10:14:51+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:02:51,-1 days +21:47:54
2025-06-14 10:13:00+02:00,RUT:Line:160,2025-06-14 07:59:54+02:00,True,2025-06-14 10:13:00+02:00,2025-06-14 10:13:00+02:00,2025-06-14 10:13:00+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:46:54
2025-06-14 10:26:00+02:00,RUT:Line:160,2025-06-14 07:59:54+02:00,True,2025-06-14 10:26:00+02:00,2025-06-14 10:26:00+02:00,2025-06-14 10:26:00+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:33:54
2025-06-14 10:28:00+02:00,RUT:Line:160,2025-06-14 07:59:54+02:00,True,2025-06-14 10:28:00+02:00,2025-06-14 10:28:00+02:00,2025-06-14 10:28:00+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:31:54
2025-06-14 10:42:00+02:00,RUT:Line:270,2025-06-14 07:59:54+02:00,True,2025-06-14 10:42:00+02:00,2025-06-14 10:42:00+02:00,2025-06-14 10:42:00+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:00:00,-1 days +21:17:54
2025-06-14 10:43:00+02:00,RUT:Line:160,2025-06-14 07:59:54+02:00,True,2025-06-14 10:43:00+02:00,2025-06-14 10:43:00+02:00,2025-06-14 10:43:00+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:16:54
