aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-10-12 15:58:00+02:00,RUT:Line:160,2025-10-12 14:00:21+02:00,True,2025-10-12 15:58:00+02:00,2025-10-12 16:00:33+02:00,2025-10-12 16:00:33+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:33,-1 days +22:02:21
2025-10-12 16:11:00+02:00,RUT:Line:160,2025-10-12 14:12:42+02:00,True,2025-10-12 16:11:00+02:00,2025-10-12 16:13:30+02:00,2025-10-12 16:13:30+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:30,-1 days +22:01:42
2025-10-12 16:13:00+02:00,RUT:Line:160,2025-10-12 14:14:29+02:00,True,2025-10-12 16:13:00+02:00,2025-10-12 16:15:28+02:00,2025-10-12 16:15:28+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:28,-1 days +22:01:29
2025-10-12 16:26:00+02:00,RUT:Line:160,2025-10-12 14:28:19+02:00,True,2025-10-12 16:26:00+02:00,2025-10-12 16:28:58+02:00,2025-10-12 16:28:58+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:58,-1 days +22:02:19
2025-10-12 16:28:00+02:00,RUT:Line:160,2025-10-12 14:30:35+02:00,True,2025-10-12 16:28:00+02:00,2025-10-12 16:31:07+02:00,2025-10-12 16:31:07+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:07,-1 days +22:02:35
2025-10-12 16:41:00+02:00,RUT:Line:160,2025-10-12 14:41:29+02:00,True,2025-10-12 16:41:00+02:00,2025-10-12 16:42:01+02:00,2025-10-12 16:42:01+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:01,-1 days +22:00:29
2025-10-12 16:43:00+02:00,RUT:Line:160,2025-10-12 14:45:20+02:00,True,2025-10-12 16:43:00+02:00,2025-10-12 16:46:40+02:00,2025-10-12 16:46:40+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:40,-1 days +22:02:20
2025-10-12 16:56:00+02:00,RUT:Line:160,2025-10-12 14:57:17+02:00,True,2025-10-12 16:56:00+02:00,2025-10-12 16:59:45+02:00,2025-10-12 16:59:45+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:45,-1 days +22:01:17
2025-10-12 16:58:00+02:00,RUT:Line:160,2025-10-12 15:00:02+02:00,True,2025-10-12 16:58:00+02:00,2025-10-12 17:01:22+02:00,2025-10-12 17:01:22+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:22,-1 days +22:02:02
2025-10-12 17:11:00+02:00,RUT:Line:160,2025-10-12 15:11:52+02:00,True,2025-10-12 17:11:00+02:00,2025-10-12 17:13:34+02:00,2025-10-12 17:13:34+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:34,-1 days +22:00:52
