aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-10-07 15:55:00+02:00,RUT:Line:225,2025-10-07 14:01:21+02:00,True,2025-10-07 15:55:00+02:00,2025-10-07 16:01:34+02:00,2025-10-07 16:01:34+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:06:34,-1 days +22:06:21
2025-10-07 15:56:00+02:00,RUT:Line:160,2025-10-07 14:05:08+02:00,True,2025-10-07 15:56:00+02:00,2025-10-07 16:05:28+02:00,2025-10-07 16:05:28+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:09:28,-1 days +22:09:08
2025-10-07 15:57:00+02:00,RUT:Line:270,2025-10-07 14:07:54+02:00,True,2025-10-07 15:57:00+02:00,2025-10-07 16:08:02+02:00,2025-10-07 16:08:02+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:11:02,-1 days +22:10:54
2025-10-07 16:05:00+02:00,RUT:Line:225,2025-10-07 14:11:41+02:00,True,2025-10-07 16:05:00+02:00,2025-10-07 16:11:50+02:00,2025-10-07 16:11:50+02:00,NSR:Quay:6981,Bekkestua-Høvik,bus,0 days 00:06:50,-1 days +22:06:41
2025-10-07 16:06:00+02:00,RUT:Line:160,2025-10-07 14:16:12+02:00,True,2025-10-07 16:06:00+02:00,2025-10-07 16:16:20+02:00,2025-10-07 16:16:20+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:10:20,-1 days +22:10:12
2025-10-07 16:08:00+02:00,RUT:Line:160,2025-10-07 14:10:40+02:00,True,2025-10-07 16:08:00+02:00,2025-10-07 16:11:35+02:00,2025-10-07 16:11:35+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:35,-1 days +22:02:40
2025-10-07 16:12:00+02:00,RUT:Line:270,2025-10-07 14:21:14+02:00,True,2025-10-07 16:12:00+02:00,2025-10-07 16:23:11+02:00,2025-10-07 16:23:11+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:11:11,-1 days +22:09:14
2025-10-07 16:16:00+02:00,RUT:Line:160,2025-10-07 14:29:48+02:00,True,2025-10-07 16:16:00+02:00,2025-10-07 16:30:00+02:00,2025-10-07 16:30:00+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:14:00,-1 days +22:13:48
2025-10-07 16:18:00+02:00,RUT:Line:160,2025-10-07 14:18:43+02:00,True,2025-10-07 16:18:00+02:00,2025-10-07 16:19:41+02:00,2025-10-07 16:19:41+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:41,-1 days +22:00:43
2025-10-07 16:25:00+02:00,RUT:Line:225,2025-10-07 14:31:18+02:00,True,2025-10-07 16:25:00+02:00,2025-10-07 16:31:29+02:00,2025-10-07 16:31:29+02:00,NSR:Quay:6983,Bekkestua-Høvik,bus,0 days 00:06:29,-1 days +22:06:18
