aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-02-04 15:56:00+01:00,RUT:Line:160,2025-02-04 15:00:36+01:00,True,2025-02-04 15:56:00+01:00,2025-02-04 16:00:40+01:00,2025-02-04 16:00:40+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:04:40,-1 days +23:04:36
2025-02-04 15:57:00+01:00,RUT:Line:270,2025-02-04 15:01:51+01:00,True,2025-02-04 15:57:00+01:00,2025-02-04 16:02:31+01:00,2025-02-04 16:02:31+01:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:05:31,-1 days +23:04:51
2025-02-04 15:58:00+01:00,RUT:Line:160,2025-02-04 15:03:52+01:00,True,2025-02-04 15:58:00+01:00,2025-02-04 16:04:01+01:00,2025-02-04 16:04:01+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:06:01,-1 days +23:05:52
2025-02-04 16:06:00+01:00,RUT:Line:160,2025-02-04 15:09:23+01:00,True,2025-02-04 16:06:00+01:00,2025-02-04 16:10:22+01:00,2025-02-04 16:10:22+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:04:22,-1 days +23:03:23
2025-02-04 16:08:00+01:00,RUT:Line:160,2025-02-04 15:09:08+01:00,True,2025-02-04 16:08:00+01:00,2025-02-04 16:10:06+01:00,2025-02-04 16:10:06+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:06,-1 days +23:01:08
2025-02-04 16:12:00+01:00,RUT:Line:270,2025-02-04 15:20:56+01:00,True,2025-02-04 16:12:00+01:00,2025-02-04 16:22:32+01:00,2025-02-04 16:22:32+01:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:10:32,-1 days +23:08:56
2025-02-04 16:16:00+01:00,RUT:Line:160,2025-02-04 15:22:27+01:00,True,2025-02-04 16:16:00+01:00,2025-02-04 16:22:33+01:00,2025-02-04 16:22:33+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:06:33,-1 days +23:06:27
2025-02-04 16:18:00+01:00,RUT:Line:160,2025-02-04 15:21:26+01:00,True,2025-02-04 16:18:00+01:00,2025-02-04 16:21:34+01:00,2025-02-04 16:21:34+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:34,-1 days +23:03:26
2025-02-04 16:26:00+01:00,RUT:Line:160,2025-02-04 15:33:16+01:00,True,2025-02-04 16:26:00+01:00,2025-02-04 16:33:31+01:00,2025-02-04 16:33:31+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:07:31,-1 days +23:07:16
2025-02-04 16:27:00+01:00,RUT:Line:270,2025-02-04 15:32:46+01:00,True,2025-02-04 16:27:00+01:00,2025-02-04 16:35:35+01:00,2025-02-04 16:35:35+01:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:08:35,-1 days +23:05:46
2025-02-04 16:28:00+01:00,RUT:Line:160,2025-02-04 15:30:45+01:00,True,2025-02-04 16:28:00+01:00,2025-02-04 16:31:20+01:00,2025-02-04 16:31:20+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:20,-1 days +23:02:45
2025-02-04 16:36:00+01:00,RUT:Line:160,2025-02-04 15:48:51+01:00,True,2025-02-04 16:36:00+01:00,2025-02-04 16:49:03+01:00,2025-02-04 16:49:03+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:13:03,-1 days +23:12:51
2025-02-04 16:38:00+01:00,RUT:Line:160,2025-02-04 15:39:18+01:00,True,2025-02-04 16:38:00+01:00,2025-02-04 16:40:23+01:00,2025-02-04 16:40:23+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:23,-1 days +23:01:18
2025-02-04 16:42:00+01:00,RUT:Line:270,2025-02-04 15:45:20+01:00,True,2025-02-04 16:42:00+01:00,2025-02-04 16:47:27+01:00,2025-02-04 16:47:27+01:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:05:27,-1 days +23:03:20
2025-02-04 16:46:00+01:00,RUT:Line:160,2025-02-04 15:54:52+01:00,True,2025-02-04 16:46:00+01:00,2025-02-04 16:55:07+01:00,2025-02-04 16:55:07+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:09:07,-1 days +23:08:52
2025-02-04 16:48:00+01:00,RUT:Line:160,2025-02-04 15:49:36+01:00,True,2025-02-04 16:48:00+01:00,2025-02-04 16:50:28+01:00,2025-02-04 16:50:28+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:28,-1 days +23:01:36
2025-02-04 16:56:00+01:00,RUT:Line:160,2025-02-04 16:03:25+01:00,True,2025-02-04 16:56:00+01:00,2025-02-04 17:04:24+01:00,2025-02-04 17:04:24+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:08:24,-1 days +23:07:25
2025-02-04 16:57:00+01:00,RUT:Line:270,2025-02-04 16:06:56+01:00,True,2025-02-04 16:57:00+01:00,2025-02-04 17:09:19+01:00,2025-02-04 17:09:19+01:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:12:19,-1 days +23:09:56
2025-02-04 16:58:00+01:00,RUT:Line:160,2025-02-04 16:00:24+01:00,True,2025-02-04 16:58:00+01:00,2025-02-04 17:01:08+01:00,2025-02-04 17:01:08+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:08,-1 days +23:02:24
2025-02-04 17:06:00+01:00,RUT:Line:160,2025-02-04 16:07:56+01:00,True,2025-02-04 17:06:00+01:00,2025-02-04 17:09:07+01:00,2025-02-04 17:09:07+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:07,-1 days +23:01:56
2025-02-04 17:08:00+01:00,RUT:Line:160,2025-02-04 16:10:12+01:00,True,2025-02-04 17:08:00+01:00,2025-02-04 17:11:36+01:00,2025-02-04 17:11:36+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:36,-1 days +23:02:12
2025-02-04 17:12:00+01:00,RUT:Line:270,2025-02-04 16:13:43+01:00,True,2025-02-04 17:12:00+01:00,2025-02-04 17:16:15+01:00,2025-02-04 17:16:15+01:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:04:15,-1 days +23:01:43
2025-02-04 17:16:00+01:00,RUT:Line:160,2025-02-04 16:19:30+01:00,True,2025-02-04 17:16:00+01:00,2025-02-04 17:20:14+01:00,2025-02-04 17:20:14+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:04:14,-1 days +23:03:30
2025-02-04 17:18:00+01:00,RUT:Line:160,2025-02-04 16:19:15+01:00,True,2025-02-04 17:18:00+01:00,2025-02-04 17:20:45+01:00,2025-02-04 17:20:45+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:45,-1 days +23:01:15
2025-02-04 17:26:00+01:00,RUT:Line:160,2025-02-04 16:31:48+01:00,True,2025-02-04 17:26:00+01:00,2025-02-04 17:32:31+01:00,2025-02-04 17:32:31+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:06:31,-1 days +23:05:48
2025-02-04 17:27:00+01:00,RUT:Line:270,2025-02-04 16:27:47+01:00,True,2025-02-04 17:27:00+01:00,2025-02-04 17:30:33+01:00,2025-02-04 17:30:33+01:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:03:33,-1 days +23:00:47
2025-02-04 17:28:00+01:00,RUT:Line:160,2025-02-04 16:28:47+01:00,True,2025-02-04 17:28:00+01:00,2025-02-04 17:30:02+01:00,2025-02-04 17:30:02+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:02,-1 days +23:00:47
2025-02-04 17:36:00+01:00,RUT:Line:160,2025-02-04 16:38:06+01:00,True,2025-02-04 17:36:00+01:00,2025-02-04 17:39:48+01:00,2025-02-04 17:39:48+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:48,-1 days +23:02:06
2025-02-04 17:38:00+01:00,RUT:Line:160,2025-02-04 16:39:06+01:00,True,2025-02-04 17:38:00+01:00,2025-02-04 17:41:02+01:00,2025-02-04 17:41:02+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:02,-1 days +23:01:06
2025-02-04 17:42:00+01:00,RUT:Line:270,2025-02-04 16:46:08+01:00,True,2025-02-04 17:42:00+01:00,2025-02-04 17:49:16+01:00,2025-02-04 17:49:16+01:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:07:16,-1 days +23:04:08
2025-02-04 17:46:00+01:00,RUT:Line:160,2025-02-04 16:48:24+01:00,True,2025-02-04 17:46:00+01:00,2025-02-04 17:49:39+01:00,2025-02-04 17:49:39+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:39,-1 days +23:02:24
2025-02-04 17:48:00+01:00,RUT:Line:160,2025-02-04 16:51:10+01:00,True,2025-02-04 17:48:00+01:00,2025-02-04 17:51:41+01:00,2025-02-04 17:51:41+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:41,-1 days +23:03:10
2025-02-04 17:56:00+01:00,RUT:Line:160,2025-02-04 16:59:27+01:00,True,2025-02-04 17:56:00+01:00,2025-02-04 18:00:08+01:00,2025-02-04 18:00:08+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:04:08,-1 days +23:03:27
2025-02-04 17:58:00+01:00,RUT:Line:160,2025-02-04 16:59:27+01:00,True,2025-02-04 17:58:00+01:00,2025-02-04 18:00:40+01:00,2025-02-04 18:00:40+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:40,-1 days +23:01:27
2025-02-04 18:06:00+01:00,RUT:Line:160,2025-02-04 16:59:57+01:00,True,2025-02-04 18:06:00+01:00,2025-02-04 18:09:41+01:00,2025-02-04 18:09:41+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:41,-1 days +22:53:57
2025-02-04 18:08:00+01:00,RUT:Line:160,2025-02-04 16:59:57+01:00,True,2025-02-04 18:08:00+01:00,2025-02-04 18:08:01+01:00,2025-02-04 18:08:01+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:01,-1 days +22:51:57
2025-02-04 18:16:00+01:00,RUT:Line:160,2025-02-04 16:59:57+01:00,True,2025-02-04 18:16:00+01:00,2025-02-04 18:17:01+01:00,2025-02-04 18:17:01+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:01,-1 days +22:43:57
2025-02-04 18:18:00+01:00,RUT:Line:160,2025-02-04 16:59:57+01:00,True,2025-02-04 18:18:00+01:00,2025-02-04 18:18:17+01:00,2025-02-04 18:18:17+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:17,-1 days +22:41:57
2025-02-04 18:26:00+01:00,RUT:Line:160,2025-02-04 16:59:57+01:00,True,2025-02-04 18:26:00+01:00,2025-02-04 18:26:00+01:00,2025-02-04 18:26:00+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +22:33:57
2025-02-04 18:28:00+01:00,RUT:Line:160,2025-02-04 16:59:57+01:00,True,2025-02-04 18:28:00+01:00,2025-02-04 18:28:00+01:00,2025-02-04 18:28:00+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +22:31:57
