aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-04-26 17:11:00+02:00,RUT:Line:160,2025-04-26 15:15:07+02:00,True,2025-04-26 17:11:00+02:00,2025-04-26 17:15:43+02:00,2025-04-26 17:15:43+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:04:43,-1 days +22:04:07
2025-04-26 17:12:00+02:00,RUT:Line:270,2025-04-26 15:14:52+02:00,True,2025-04-26 17:12:00+02:00,2025-04-26 17:17:14+02:00,2025-04-26 17:17:14+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:05:14,-1 days +22:02:52
2025-04-26 17:13:00+02:00,RUT:Line:160,2025-04-26 15:14:22+02:00,True,2025-04-26 17:13:00+02:00,2025-04-26 17:15:34+02:00,2025-04-26 17:15:34+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:34,-1 days +22:01:22
2025-04-26 17:26:00+02:00,RUT:Line:160,2025-04-26 15:31:56+02:00,True,2025-04-26 17:26:00+02:00,2025-04-26 17:32:19+02:00,2025-04-26 17:32:19+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:06:19,-1 days +22:05:56
2025-04-26 17:28:00+02:00,RUT:Line:160,2025-04-26 15:28:55+02:00,True,2025-04-26 17:28:00+02:00,2025-04-26 17:30:20+02:00,2025-04-26 17:30:20+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:20,-1 days +22:00:55
2025-04-26 17:41:00+02:00,RUT:Line:160,2025-04-26 15:48:17+02:00,True,2025-04-26 17:41:00+02:00,2025-04-26 17:48:55+02:00,2025-04-26 17:48:55+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:07:55,-1 days +22:07:17
2025-04-26 17:42:00+02:00,RUT:Line:270,2025-04-26 15:44:46+02:00,True,2025-04-26 17:42:00+02:00,2025-04-26 17:46:25+02:00,2025-04-26 17:46:25+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:04:25,-1 days +22:02:46
2025-04-26 17:43:00+02:00,RUT:Line:160,2025-04-26 15:44:31+02:00,True,2025-04-26 17:43:00+02:00,2025-04-26 17:44:59+02:00,2025-04-26 17:44:59+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:59,-1 days +22:01:31
2025-04-26 17:56:00+02:00,RUT:Line:160,2025-04-26 15:58:20+02:00,True,2025-04-26 17:56:00+02:00,2025-04-26 17:58:46+02:00,2025-04-26 17:58:46+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:46,-1 days +22:02:20
2025-04-26 17:58:00+02:00,RUT:Line:160,2025-04-26 16:02:21+02:00,True,2025-04-26 17:58:00+02:00,2025-04-26 18:03:29+02:00,2025-04-26 18:03:29+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:05:29,-1 days +22:04:21
2025-04-26 18:11:00+02:00,RUT:Line:160,2025-04-26 16:16:40+02:00,True,2025-04-26 18:11:00+02:00,2025-04-26 18:17:27+02:00,2025-04-26 18:17:27+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:06:27,-1 days +22:05:40
2025-04-26 18:12:00+02:00,RUT:Line:270,2025-04-26 16:16:25+02:00,True,2025-04-26 18:12:00+02:00,2025-04-26 18:18:46+02:00,2025-04-26 18:18:46+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:06:46,-1 days +22:04:25
2025-04-26 18:13:00+02:00,RUT:Line:160,2025-04-26 16:15:25+02:00,True,2025-04-26 18:13:00+02:00,2025-04-26 18:15:40+02:00,2025-04-26 18:15:40+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:40,-1 days +22:02:25
2025-04-26 18:26:00+02:00,RUT:Line:160,2025-04-26 16:32:45+02:00,True,2025-04-26 18:26:00+02:00,2025-04-26 18:33:29+02:00,2025-04-26 18:33:29+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:07:29,-1 days +22:06:45
2025-04-26 18:28:00+02:00,RUT:Line:160,2025-04-26 16:29:44+02:00,True,2025-04-26 18:28:00+02:00,2025-04-26 18:30:34+02:00,2025-04-26 18:30:34+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:34,-1 days +22:01:44
2025-04-26 18:41:00+02:00,RUT:Line:160,2025-04-26 16:42:32+02:00,True,2025-04-26 18:41:00+02:00,2025-04-26 18:42:51+02:00,2025-04-26 18:42:51+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:51,-1 days +22:01:32
2025-04-26 18:42:00+02:00,RUT:Line:270,2025-04-26 16:44:33+02:00,True,2025-04-26 18:42:00+02:00,2025-04-26 18:47:08+02:00,2025-04-26 18:47:08+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:05:08,-1 days +22:02:33
2025-04-26 18:43:00+02:00,RUT:Line:160,2025-04-26 16:43:02+02:00,True,2025-04-26 18:43:00+02:00,2025-04-26 18:44:47+02:00,2025-04-26 18:44:47+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:47,-1 days +22:00:02
2025-04-26 18:58:00+02:00,RUT:Line:160,2025-04-26 16:59:22+02:00,True,2025-04-26 18:58:00+02:00,2025-04-26 19:00:25+02:00,2025-04-26 19:00:25+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:25,-1 days +22:01:22
2025-04-26 19:11:00+02:00,RUT:Line:160,2025-04-26 16:59:52+02:00,True,2025-04-26 19:11:00+02:00,2025-04-26 19:13:25+02:00,2025-04-26 19:13:25+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:25,-1 days +21:48:52
2025-04-26 19:12:00+02:00,RUT:Line:270,2025-04-26 16:59:52+02:00,True,2025-04-26 19:12:00+02:00,2025-04-26 19:14:46+02:00,2025-04-26 19:14:46+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:02:46,-1 days +21:47:52
2025-04-26 19:13:00+02:00,RUT:Line:160,2025-04-26 16:59:52+02:00,True,2025-04-26 19:13:00+02:00,2025-04-26 19:13:06+02:00,2025-04-26 19:13:06+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:06,-1 days +21:46:52
2025-04-26 19:26:00+02:00,RUT:Line:160,2025-04-26 16:59:52+02:00,True,2025-04-26 19:26:00+02:00,2025-04-26 19:26:00+02:00,2025-04-26 19:26:00+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:33:52
2025-04-26 19:28:00+02:00,RUT:Line:160,2025-04-26 16:59:52+02:00,True,2025-04-26 19:28:00+02:00,2025-04-26 19:28:00+02:00,2025-04-26 19:28:00+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:31:52
2025-04-26 19:41:00+02:00,RUT:Line:160,2025-04-26 16:59:52+02:00,True,2025-04-26 19:41:00+02:00,2025-04-26 19:41:00+02:00,2025-04-26 19:41:00+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +21:18:52
2025-04-26 19:42:00+02:00,RUT:Line:270,2025-04-26 16:59:52+02:00,True,2025-04-26 19:42:00+02:00,2025-04-26 19:42:00+02:00,2025-04-26 19:42:00+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:00:00,-1 days +21:17:52
