aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-03-09 16:11:00+01:00,RUT:Line:160,2025-03-09 15:14:10+01:00,True,2025-03-09 16:11:00+01:00,2025-03-09 16:15:09+01:00,2025-03-09 16:15:09+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:04:09,-1 days +23:03:10
2025-03-09 16:13:00+01:00,RUT:Line:160,2025-03-09 15:13:09+01:00,True,2025-03-09 16:13:00+01:00,2025-03-09 16:14:41+01:00,2025-03-09 16:14:41+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:41,-1 days +23:00:09
2025-03-09 16:26:00+01:00,RUT:Line:160,2025-03-09 15:26:30+01:00,True,2025-03-09 16:26:00+01:00,2025-03-09 16:27:09+01:00,2025-03-09 16:27:09+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:09,-1 days +23:00:30
2025-03-09 16:28:00+01:00,RUT:Line:160,2025-03-09 15:28:00+01:00,True,2025-03-09 16:28:00+01:00,2025-03-09 16:30:00+01:00,2025-03-09 16:30:00+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:00,-1 days +23:00:00
2025-03-09 16:41:00+01:00,RUT:Line:160,2025-03-09 15:44:06+01:00,True,2025-03-09 16:41:00+01:00,2025-03-09 16:44:34+01:00,2025-03-09 16:44:34+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:34,-1 days +23:03:06
2025-03-09 16:43:00+01:00,RUT:Line:160,2025-03-09 15:43:51+01:00,True,2025-03-09 16:43:00+01:00,2025-03-09 16:45:19+01:00,2025-03-09 16:45:19+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:19,-1 days +23:00:51
2025-03-09 16:56:00+01:00,RUT:Line:160,2025-03-09 15:58:26+01:00,True,2025-03-09 16:56:00+01:00,2025-03-09 16:59:10+01:00,2025-03-09 16:59:10+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:10,-1 days +23:02:26
2025-03-09 16:58:00+01:00,RUT:Line:160,2025-03-09 15:58:41+01:00,True,2025-03-09 16:58:00+01:00,2025-03-09 17:00:12+01:00,2025-03-09 17:00:12+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:12,-1 days +23:00:41
2025-03-09 17:11:00+01:00,RUT:Line:160,2025-03-09 16:12:16+01:00,True,2025-03-09 17:11:00+01:00,2025-03-09 17:12:45+01:00,2025-03-09 17:12:45+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:01:45,-1 days +23:01:16
2025-03-09 17:13:00+01:00,RUT:Line:160,2025-03-09 16:14:47+01:00,True,2025-03-09 17:13:00+01:00,2025-03-09 17:14:54+01:00,2025-03-09 17:14:54+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:54,-1 days +23:01:47
2025-03-09 17:26:00+01:00,RUT:Line:160,2025-03-09 16:29:06+01:00,True,2025-03-09 17:26:00+01:00,2025-03-09 17:30:01+01:00,2025-03-09 17:30:01+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:04:01,-1 days +23:03:06
2025-03-09 17:28:00+01:00,RUT:Line:160,2025-03-09 16:28:06+01:00,True,2025-03-09 17:28:00+01:00,2025-03-09 17:29:29+01:00,2025-03-09 17:29:29+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:29,-1 days +23:00:06
2025-03-09 17:41:00+01:00,RUT:Line:160,2025-03-09 16:42:25+01:00,True,2025-03-09 17:41:00+01:00,2025-03-09 17:43:33+01:00,2025-03-09 17:43:33+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:33,-1 days +23:01:25
2025-03-09 17:43:00+01:00,RUT:Line:160,2025-03-09 16:44:41+01:00,True,2025-03-09 17:43:00+01:00,2025-03-09 17:45:24+01:00,2025-03-09 17:45:24+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:24,-1 days +23:01:41
2025-03-09 17:56:00+01:00,RUT:Line:160,2025-03-09 16:56:45+01:00,True,2025-03-09 17:56:00+01:00,2025-03-09 17:58:40+01:00,2025-03-09 17:58:40+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:40,-1 days +23:00:45
2025-03-09 17:58:00+01:00,RUT:Line:160,2025-03-09 16:58:30+01:00,True,2025-03-09 17:58:00+01:00,2025-03-09 18:00:02+01:00,2025-03-09 18:00:02+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:02:02,-1 days +23:00:30
2025-03-09 18:11:00+01:00,RUT:Line:160,2025-03-09 16:59:46+01:00,True,2025-03-09 18:11:00+01:00,2025-03-09 18:13:12+01:00,2025-03-09 18:13:12+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:12,-1 days +22:48:46
2025-03-09 18:13:00+01:00,RUT:Line:160,2025-03-09 16:59:46+01:00,True,2025-03-09 18:13:00+01:00,2025-03-09 18:13:00+01:00,2025-03-09 18:13:00+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +22:46:46
2025-03-09 18:26:00+01:00,RUT:Line:160,2025-03-09 16:59:46+01:00,True,2025-03-09 18:26:00+01:00,2025-03-09 18:26:00+01:00,2025-03-09 18:26:00+01:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +22:33:46
2025-03-09 18:28:00+01:00,RUT:Line:160,2025-03-09 16:59:46+01:00,True,2025-03-09 18:28:00+01:00,2025-03-09 18:28:00+01:00,2025-03-09 18:28:00+01:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:00:00,-1 days +22:31:46
