aimed_arrival,line_id,timestamp,realtime,aimed_departure,expected_arrival,expected_departure,quay_id,line_name,transport_mode,expected_delay,timestamp_delay
2025-04-10 06:57:00+02:00,RUT:Line:270,2025-04-10 05:00:20+02:00,True,2025-04-10 06:57:00+02:00,2025-04-10 07:00:30+02:00,2025-04-10 07:00:30+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:03:30,-1 days +22:03:20
2025-04-10 07:04:00+02:00,RUT:Line:5260,2025-04-10 05:06:37+02:00,True,2025-04-10 07:04:00+02:00,2025-04-10 07:08:17+02:00,2025-04-10 07:08:17+02:00,NSR:Quay:6982,Bødalen - Slemmestad - Holmen - Sandvika- Ullevål,bus,0 days 00:04:17,-1 days +22:02:37
2025-04-10 07:08:00+02:00,RUT:Line:160,2025-04-10 05:08:37+02:00,True,2025-04-10 07:08:00+02:00,2025-04-10 07:09:57+02:00,2025-04-10 07:09:57+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:01:57,-1 days +22:00:37
2025-04-10 07:11:00+02:00,RUT:Line:160,2025-04-10 05:14:24+02:00,True,2025-04-10 07:11:00+02:00,2025-04-10 07:14:36+02:00,2025-04-10 07:14:36+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:03:36,-1 days +22:03:24
2025-04-10 07:12:00+02:00,RUT:Line:270,2025-04-10 05:19:26+02:00,True,2025-04-10 07:12:00+02:00,2025-04-10 07:19:54+02:00,2025-04-10 07:19:54+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:07:54,-1 days +22:07:26
2025-04-10 07:18:00+02:00,RUT:Line:160,2025-04-10 05:20:56+02:00,True,2025-04-10 07:18:00+02:00,2025-04-10 07:21:33+02:00,2025-04-10 07:21:33+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:33,-1 days +22:02:56
2025-04-10 07:26:00+02:00,RUT:Line:160,2025-04-10 05:27:13+02:00,True,2025-04-10 07:26:00+02:00,2025-04-10 07:28:31+02:00,2025-04-10 07:28:31+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:31,-1 days +22:01:13
2025-04-10 07:27:00+02:00,RUT:Line:270,2025-04-10 05:37:31+02:00,True,2025-04-10 07:27:00+02:00,2025-04-10 07:37:35+02:00,2025-04-10 07:37:35+02:00,NSR:Quay:6982,Asker - Sandvika (- Fornebu),bus,0 days 00:10:35,-1 days +22:10:31
2025-04-10 07:28:00+02:00,RUT:Line:160,2025-04-10 05:33:45+02:00,True,2025-04-10 07:28:00+02:00,2025-04-10 07:34:13+02:00,2025-04-10 07:34:13+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:06:13,-1 days +22:05:45
2025-04-10 07:34:00+02:00,RUT:Line:5260,2025-04-10 05:39:47+02:00,True,2025-04-10 07:34:00+02:00,2025-04-10 07:43:10+02:00,2025-04-10 07:43:10+02:00,NSR:Quay:6982,Bødalen - Slemmestad - Holmen - Sandvika- Ullevål,bus,0 days 00:09:10,-1 days +22:05:47
2025-04-10 07:36:00+02:00,RUT:Line:160,2025-04-10 05:37:01+02:00,True,2025-04-10 07:36:00+02:00,2025-04-10 07:38:19+02:00,2025-04-10 07:38:19+02:00,NSR:Quay:6983,Rykkinn -Nationaltheatret,bus,0 days 00:02:19,-1 days +22:01:01
2025-04-10 07:38:00+02:00,RUT:Line:160,2025-04-10 05:41:32+02:00,True,2025-04-10 07:38:00+02:00,2025-04-10 07:41:38+02:00,2025-04-10 07:41:38+02:00,NSR:Quay:6982,Rykkinn -Nationaltheatret,bus,0 days 00:03:38,-1 days +22:03:32
